make,model,type,year,fuel_type,daily_rate,status,location_city,location_state,location_latitude,location_longitude
Jeep,Grand Cherokee,suv,2018,GASOLINE,85,,Jacksonville,FL,30.2479,-81.560233
Hyundai,Tucson,suv,2017,GASOLINE,50,,Jacksonville,FL,30.149466,-81.575978
Nissan,Murano,suv,2015,GASOLINE,69,,Jacksonville,FL,30.346418,-81.474448
Mazda,CX-5,suv,2016,GASOLINE,39,,Fleming Island,FL,30.081298,-81.717311
Toyota,Corolla,car,2017,GASOLINE,67,,Jacksonville,FL,30.346627,-81.476631
Ford,Fusion Hybrid,car,2017,HYBRID,75,,Jacksonville,FL,30.323941,-81.519119
Toyota,Yaris,car,2019,GASOLINE,49,,Jacksonville,FL,30.346676,-81.47553
Chevrolet,Cruze,car,2018,GASOLINE,37,,Fleming Island,FL,30.079986,-81.717422
Nissan,Rogue,suv,2014,GASOLINE,45,,Gainesville,FL,29.619809,-82.359784
Chevrolet,Corvette,car,2016,GASOLINE,160,,Joplin,MO,37.094896,-94.47981
Honda,Civic,car,2016,GASOLINE,38,,Las Vegas,NV,36.076479,-115.111999
BMW,M4,car,2015,GASOLINE,110,,Henderson,NV,36.035104,-115.074624
Chevrolet,Camaro,car,2017,GASOLINE,69,,Las Vegas,NV,36.074702,-115.113509
Nissan,GT-R,car,2016,GASOLINE,199,,Las Vegas,NV,36.144428,-115.234389
BMW,M4,car,2016,GASOLINE,128,,Las Vegas,NV,36.019722,-115.126999
Audi,A6,car,2018,GASOLINE,60,,Las Vegas,NV,36.014897,-115.149305
Honda,Accord,car,2017,GASOLINE,39,,Las Vegas,NV,36.05328,-115.28107
Tesla,Model X,suv,2016,ELECTRIC,140,,Las Vegas,NV,36.160249,-115.252918
BMW,M4,car,2018,GASOLINE,109,,Las Vegas,NV,36.014572,-115.295288
Porsche,Macan,suv,2016,GASOLINE,122,,Las Vegas,NV,36.075757,-115.113871
Tesla,Model X,suv,2016,ELECTRIC,166,,Las Vegas,NV,36.12146,-115.168566
Nissan,Pathfinder,suv,2015,GASOLINE,60,,Las Vegas,NV,36.075599,-115.113674
Jaguar,F-TYPE,car,2016,GASOLINE,129,,Las Vegas,NV,36.07589,-115.113426
Porsche,Boxster,car,2013,GASOLINE,110,,Las Vegas,NV,36.07582,-115.113707
Maserati,Ghibli,car,2017,GASOLINE,125,,Las Vegas,NV,36.010936,-115.136285
Dodge,Durango,suv,2016,GASOLINE,64,,Las Vegas,NV,36.075494,-115.113868
Alfa Romeo,4C,car,2016,GASOLINE,129,,Las Vegas,NV,36.144652,-115.234743
Nissan,GT-R,car,2009,GASOLINE,149,,Las Vegas,NV,36.131029,-115.303106
Porsche,Boxster,car,2013,GASOLINE,109,,Las Vegas,NV,36.067575,-115.154436
Maserati,Ghibli,car,2016,GASOLINE,128,,Las Vegas,NV,36.217469,-115.213213
Tesla,Model 3,car,2020,ELECTRIC,149,,Las Vegas,NV,36.131124,-115.190294
Maserati,Ghibli,car,2017,GASOLINE,120,,Las Vegas,NV,36.012105,-115.135359
Tesla,Model 3,car,2018,ELECTRIC,133,,Las Vegas,NV,36.119822,-115.218479
Cadillac,Escalade ESV,suv,2017,GASOLINE,199,,Las Vegas,NV,36.075281,-115.112948
BMW,2 Series,car,2017,GASOLINE,88,,Las Vegas,NV,36.075661,-115.113243
Mercedes-Benz,S-Class,car,2016,GASOLINE,150,,Henderson,NV,35.990818,-115.140473
Land Rover,Range Rover Sport,suv,2015,GASOLINE,114,,Henderson,NV,36.03488,-115.075026
Tesla,Model 3,car,2018,ELECTRIC,99,,Las Vegas,NV,36.068985,-115.173498
Dodge,Challenger,car,2018,GASOLINE,75,,Las Vegas,NV,36.010103,-115.13543
Maserati,Ghibli,car,2015,GASOLINE,112,,Las Vegas,NV,36.076904,-115.283678
Tesla,Model 3,car,2020,ELECTRIC,127,,Las Vegas,NV,36.108279,-115.219219
Cadillac,Escalade ESV,suv,2017,GASOLINE,136,,Las Vegas,NV,36.025874,-115.14074
Jeep,Cherokee,suv,2017,GASOLINE,49,,Las Vegas,NV,36.076519,-115.113234
Jaguar,XJ,car,2013,GASOLINE,101,,Las Vegas,NV,36.033831,-115.289708
Tesla,Model X,suv,2018,ELECTRIC,160,,Las Vegas,NV,36.039898,-115.248788
Jeep,Wrangler,suv,2016,GASOLINE,71,,Las Vegas,NV,36.069442,-115.176973
Land Rover,Range Rover Sport,suv,2014,GASOLINE,148,,Las Vegas,NV,36.13093,-115.30363
BMW,i8,car,2015,HYBRID,209,,Henderson,NV,35.998014,-114.990523
Tesla,Model 3,car,2020,ELECTRIC,180,,Las Vegas,NV,36.257383,-115.239692
Nissan,Rogue,suv,2018,GASOLINE,49,,Las Vegas,NV,36.075545,-115.113099
BMW,X5,suv,2015,GASOLINE,102,,Las Vegas,NV,36.076842,-115.112487
Tesla,Model X,suv,2018,ELECTRIC,138,,Las Vegas,NV,36.089501,-115.294903
Audi,TT RS,car,2020,GASOLINE,149,,Las Vegas,NV,36.016207,-115.293609
Porsche,911,car,2014,GASOLINE,172,,Las Vegas,NV,36.14437,-115.236045
Tesla,Model 3,car,2018,ELECTRIC,103,,Henderson,NV,35.951786,-115.127117
Jeep,Wrangler,suv,2017,GASOLINE,69,,Las Vegas,NV,36.052048,-115.280828
Nissan,GT-R,car,2017,GASOLINE,229,,Las Vegas,NV,36.136858,-115.233815
Tesla,Model 3,car,2020,ELECTRIC,90,,Las Vegas,NV,36.016245,-115.294477
Chevrolet,Corvette Stingray,car,2014,GASOLINE,299,,Las Vegas,NV,36.036991,-115.137326
Cadillac,Escalade,suv,2015,GASOLINE,109,,Las Vegas,NV,36.13074,-115.302224
Tesla,Model S,car,2016,ELECTRIC,189,,Las Vegas,NV,36.072793,-115.187316
Hyundai,Sonata,car,2013,GASOLINE,40,,Las Vegas,NV,36.098125,-115.14877
Tesla,Model X,suv,2017,ELECTRIC,234,,Las Vegas,NV,36.121571,-115.167978
Tesla,Model 3,car,2019,ELECTRIC,99,,Las Vegas,NV,36.115995,-115.253748
Tesla,Model 3,car,2017,ELECTRIC,167,,Las Vegas,NV,36.121984,-115.169647
Bentley,Continental GT Speed,car,2014,GASOLINE,499,,Las Vegas,NV,36.100631,-115.278668
BMW,M3,car,2017,GASOLINE,135,,Las Vegas,NV,36.092225,-115.186973
Mercedes-Benz,S-Class,car,2015,GASOLINE,199,,Las Vegas,NV,36.100506,-115.280807
Mercedes-benz,C-Class,car,2019,GASOLINE,112,,Las Vegas,NV,35.995362,-115.186249
Honda,Civic,car,2017,GASOLINE,35,,Las Vegas,NV,36.067843,-115.175372
Jaguar,F-TYPE,car,2017,GASOLINE,81,,Henderson,NV,35.98217,-115.094562
BMW,M4,car,2016,GASOLINE,137,,Las Vegas,NV,36.093617,-115.298463
BMW,4 Series,car,2016,GASOLINE,80,,Las Vegas,NV,36.294373,-115.284889
Toyota,Corolla,car,2017,GASOLINE,35,,Las Vegas,NV,36.0674,-115.17551
BMW,7 Series,car,2013,GASOLINE,108,,Las Vegas,NV,36.102854,-115.230161
Infiniti,QX50,suv,2019,GASOLINE,89,,Las Vegas,NV,36.119725,-115.218727
Alfa Romeo,4C,car,2016,GASOLINE,125,,Las Vegas,NV,36.216302,-115.26702
Tesla,Model 3,car,2018,ELECTRIC,134,,Las Vegas,NV,36.129563,-115.157117
BMW,i8,car,2016,HYBRID,294,,Las Vegas,NV,36.093421,-115.296466
Chevrolet,Corvette,car,2017,GASOLINE,159,,Las Vegas,NV,36.135896,-115.234157
Tesla,Model S,car,2013,ELECTRIC,100,,Las Vegas,NV,36.193376,-115.094405
Kia,Soul,suv,2020,GASOLINE,39,,Las Vegas,NV,36.054307,-115.281016
Mercedes-Benz,E-Class,car,2017,GASOLINE,99,,Las Vegas,NV,36.140419,-115.239274
Tesla,Model X,suv,2017,ELECTRIC,266,,Las Vegas,NV,36.122854,-115.169978
Porsche,Cayman,car,2015,GASOLINE,118,,Las Vegas,NV,36.27249,-115.226308
Jaguar,F-TYPE,car,2017,GASOLINE,189,,Las Vegas,NV,36.101287,-115.28038
Maserati,GranTurismo,car,2014,GASOLINE,349,,Las Vegas,NV,36.037765,-115.136126
Tesla,Model 3,car,2019,ELECTRIC,119,,Las Vegas,NV,36.069511,-115.172466
BMW,4 Series,car,2018,GASOLINE,104,,Las Vegas,NV,36.060619,-115.166219
GMC,Yukon XL,suv,2015,GASOLINE,89,,Las Vegas,NV,35.99789,-115.196104
BMW,3 Series,car,2018,GASOLINE,88,,Las Vegas,NV,36.076084,-115.112966
Tesla,Model S,car,2015,ELECTRIC,85,,Las Vegas,NV,36.065279,-115.292678
Tesla,Model 3,car,2018,ELECTRIC,123,,Las Vegas,NV,36.055878,-115.155509
Subaru,Outback,suv,2019,GASOLINE,66,,Las Vegas,NV,36.294296,-115.285171
Land Rover,Range Rover Sport,suv,2014,GASOLINE,89,,Las Vegas,NV,36.130891,-115.30132
Audi,Q5,suv,2019,GASOLINE,79,,Las Vegas,NV,36.038146,-115.277371
Tesla,Model X,suv,2019,ELECTRIC,299,,Las Vegas,NV,36.113646,-115.285184
Chevrolet,Malibu,car,2015,GASOLINE,52,,Las Vegas,NV,36.114762,-115.172904
Mercedes-Benz,E-Class,car,2017,GASOLINE,112,,Las Vegas,NV,36.114962,-115.200041
Dodge,Challenger,car,2018,GASOLINE,99,,Las Vegas,NV,36.010371,-115.135922
Audi,R8,car,2015,GASOLINE,269,,Las Vegas,NV,36.14443,-115.235152
Audi,A6,car,2016,GASOLINE,95,,Las Vegas,NV,36.084627,-115.153778
Mercedes-Benz,C-Class,car,2017,GASOLINE,106,,Las Vegas,NV,36.059798,-115.164484
Chevrolet,Corvette Stingray,car,2014,GASOLINE,109,,Las Vegas,NV,36.012496,-115.295119
Mitsubishi,Outlander,suv,2019,GASOLINE,49,,Las Vegas,NV,36.052442,-115.281388
Mercedes-Benz,S-Class,car,2017,GASOLINE,147,,Las Vegas,NV,36.136994,-115.224144
Tesla,Model 3,car,2018,ELECTRIC,89,,Las Vegas,NV,36.155985,-115.334591
Mercedes-Benz,C-Class,car,2017,GASOLINE,80,,Las Vegas,NV,36.059572,-115.165793
Chevrolet,Cruze,car,2014,GASOLINE,29,,Henderson,NV,36.062644,-115.061635
Lamborghini,Gallardo,car,2008,GASOLINE,599,,Las Vegas,NV,36.101356,-115.279185
Toyota,Corolla,car,2018,GASOLINE,52,,Las Vegas,NV,36.094057,-115.139231
Tesla,Model S,car,2014,ELECTRIC,104,,Las Vegas,NV,36.107401,-115.218503
BMW,7 Series,car,2014,GASOLINE,114,,Las Vegas,NV,36.158109,-115.362725
Rolls Royce,Ghost,car,2011,GASOLINE,599,,Las Vegas,NV,36.066808,-115.175957
Tesla,Model 3,car,2018,ELECTRIC,138,,Las Vegas,NV,36.113308,-115.273603
Jaguar,XJ,car,2015,GASOLINE,130,,Las Vegas,NV,36.222116,-115.248295
Mercedes-Benz,CLA-Class,car,2017,GASOLINE,80,,Las Vegas,NV,36.114426,-115.198899
Jaguar,F-TYPE,car,2016,GASOLINE,109,,Las Vegas,NV,36.012159,-115.295249
Mercedes-Benz,C-Class,car,2018,GASOLINE,58,,Las Vegas,NV,36.066592,-115.17533
Tesla,Model X,suv,2018,ELECTRIC,174,,Las Vegas,NV,36.280578,-115.328984
BMW,M4,car,2015,GASOLINE,129,,Las Vegas,NV,36.143973,-115.24101
Tesla,Model Y,suv,2020,ELECTRIC,154,,Las Vegas,NV,36.116106,-115.253585
Volkswagen,Jetta,car,2018,GASOLINE,39,,Las Vegas,NV,36.127052,-115.118392
Tesla,Model Y,suv,2020,ELECTRIC,154,,Las Vegas,NV,36.115617,-115.254493
BMW,M3,car,2018,GASOLINE,150,,Las Vegas,NV,36.097461,-115.283026
Subaru,Ascent,suv,2019,GASOLINE,84,,Las Vegas,NV,36.294166,-115.284463
Audi,Q7,suv,2018,GASOLINE,130,,Henderson,NV,35.99053,-115.140905
Land Rover,Range Rover Sport,suv,2011,GASOLINE,111,,Las Vegas,NV,36.103962,-115.230036
Lexus,RX 350L,suv,2018,GASOLINE,58,,Las Vegas,NV,36.068143,-115.177276
Porsche,718 Boxster,car,2018,GASOLINE,128,,Las Vegas,NV,36.137257,-115.223686
Tesla,Model S,car,2013,ELECTRIC,95,,Las Vegas,NV,36.160171,-115.253313
Tesla,Model X,suv,2018,ELECTRIC,99,,Las Vegas,NV,36.01341,-115.293834
Jaguar,F-Type,car,2014,GASOLINE,129,,Las Vegas,NV,36.081623,-115.302648
Mercedes-benz,C-Class,car,2019,GASOLINE,100,,Las Vegas,NV,36.216773,-115.212512
Tesla,Model 3,car,2020,ELECTRIC,139,,Henderson,NV,35.987072,-115.148361
Tesla,Model S,car,2013,ELECTRIC,100,,Las Vegas,NV,36.084424,-115.103355
Toyota,RAV4,suv,2018,GASOLINE,59,,Las Vegas,NV,36.293332,-115.284589
Polaris,Slingshot,car,2019,GASOLINE,88,,Las Vegas,NV,36.101053,-115.181913
Porsche,718 Boxster,car,2017,GASOLINE,129,,Las Vegas,NV,36.081233,-115.3024
Mercedes-benz,CLA-Class,car,2019,GASOLINE,90,,Las Vegas,NV,35.994283,-115.184584
Mercedes-benz,GLE-Class,suv,2019,GASOLINE,158,,Las Vegas,NV,36.105641,-115.198648
Tesla,Model X,suv,2017,ELECTRIC,187,,Las Vegas,NV,36.070296,-115.172834
Ford,Mustang,car,2019,GASOLINE,80,,Las Vegas,NV,36.103672,-115.229359
Ford,Mustang,car,2017,GASOLINE,76,,Las Vegas,NV,36.025463,-115.141528
Honda,Pilot,suv,2014,GASOLINE,59,,Las Vegas,NV,36.113702,-115.199319
Mercedes-Benz,C-Class,car,2017,GASOLINE,115,,Las Vegas,NV,36.09363,-115.186469
BMW,4 Series,car,2015,GASOLINE,58,,Las Vegas,NV,36.123527,-115.168698
Polaris,Slingshot,car,2015,GASOLINE,199,,Las Vegas,NV,36.037369,-115.136189
Polaris,Slingshot,car,2015,GASOLINE,199,,Las Vegas,NV,36.038013,-115.13655
Chevrolet,Corvette,car,2017,GASOLINE,139,,Las Vegas,NV,36.08115,-115.302489
BMW,2 Series,car,2016,GASOLINE,84,,Las Vegas,NV,36.059872,-115.164751
Polaris,Slingshot,car,2019,GASOLINE,95,,Las Vegas,NV,36.102157,-115.182296
BMW,2 Series,car,2016,GASOLINE,84,,Las Vegas,NV,36.059124,-115.164715
Lexus,CT 200h,car,2016,HYBRID,55,,Las Vegas,NV,36.293262,-115.284757
Porsche,Macan,suv,2017,GASOLINE,131,,Las Vegas,NV,35.971026,-115.170926
Ford,Mustang,car,2016,GASOLINE,73,,Las Vegas,NV,36.025753,-115.142774
Maserati,GranTurismo,car,2016,GASOLINE,199,,Las Vegas,NV,36.08137,-115.302832
Volkswagen,Jetta,car,2014,GASOLINE,40,,Las Vegas,NV,36.161536,-115.137832
Tesla,Model 3,car,2018,ELECTRIC,120,,Las Vegas,NV,36.135327,-115.234509
Polaris,Slingshot,car,2015,GASOLINE,199,,Las Vegas,NV,36.157438,-115.333637
BMW,2 Series,car,2016,GASOLINE,81,,Las Vegas,NV,36.059942,-115.164867
Porsche,Boxster,car,2016,GASOLINE,139,,Las Vegas,NV,36.144717,-115.235084
Aston Martin,V8 Vantage,car,2006,GASOLINE,499,,Las Vegas,NV,36.157283,-115.333857
Porsche,Boxster,car,2013,GASOLINE,89,,Las Vegas,NV,36.081614,-115.302538
Jeep,Wrangler Unlimited,suv,2019,GASOLINE,88,,Las Vegas,NV,36.293248,-115.284988
Chrysler,300,car,2015,GASOLINE,50,,Las Vegas,NV,36.117054,-115.279318
BMW,i3,car,2017,ELECTRIC,56,,Las Vegas,NV,36.115913,-115.291113
Tesla,Model 3,car,2018,ELECTRIC,135,,Las Vegas,NV,36.088449,-115.233552
Mercedes-Benz,SL-Class,car,2015,GASOLINE,149,,Las Vegas,NV,36.199444,-115.277826
Dodge,Ram 1500 Classic,truck,2019,GASOLINE,46,,Las Vegas,NV,36.060158,-115.262402
Porsche,Boxster,car,2016,GASOLINE,109,,Las Vegas,NV,36.143383,-115.235114
Tesla,Model S,car,2016,ELECTRIC,139,,Henderson,NV,35.970834,-115.115772
Jaguar,XJ,car,2016,GASOLINE,89,,Las Vegas,NV,36.013066,-115.295096
Mercedes-Benz,C-Class,car,2017,GASOLINE,170,,Las Vegas,NV,36.092469,-115.297415
BMW,Z4,car,2020,GASOLINE,100,,North Las Vegas,NV,36.281409,-115.192905
Jeep,Grand Cherokee,suv,2016,GASOLINE,56,,Las Vegas,NV,36.19737,-115.248394
Jeep,Wrangler,suv,2014,GASOLINE,129,,Las Vegas,NV,36.076467,-115.112588
Audi,Q7,suv,2019,GASOLINE,112,,Las Vegas,NV,36.278492,-115.327864
Lotus,Evora 400,car,2017,GASOLINE,299,,Las Vegas,NV,36.227889,-115.32831
Dodge,Grand Caravan,minivan,2017,GASOLINE,56,,Las Vegas,NV,36.267375,-115.254224
Mercedes-Benz,GLC-Class,suv,2018,GASOLINE,58,,Las Vegas,NV,36.068101,-115.174952
Jeep,Wrangler,suv,2018,GASOLINE,85,,Henderson,NV,35.989718,-115.141848
Lexus,LC 500,car,2018,GASOLINE,178,,Las Vegas,NV,36.130452,-115.143068
Audi,Q5,suv,2019,GASOLINE,58,,Las Vegas,NV,36.067672,-115.175732
Mercedes-Benz,AMG GT,car,2016,GASOLINE,209,,Las Vegas,NV,36.094744,-115.296697
BMW,X1,suv,2017,GASOLINE,66,,Las Vegas,NV,36.293563,-115.285404
BMW,M4,car,2015,GASOLINE,119,,Las Vegas,NV,36.081529,-115.302389
Land Rover,Range Rover Sport,suv,2014,GASOLINE,299,,Las Vegas,NV,36.157154,-115.333981
Maserati,Levante,suv,2018,GASOLINE,128,,Las Vegas,NV,36.138232,-115.224106
Porsche,Boxster,car,2013,GASOLINE,109,,Las Vegas,NV,36.143431,-115.236397
Lexus,LC 500,car,2018,GASOLINE,175,,Las Vegas,NV,36.200696,-115.286286
Maserati,Ghibli,car,2019,,98,,Las Vegas,NV,36.138181,-115.2248
Lexus,GX,suv,2019,GASOLINE,80,,Las Vegas,NV,36.129485,-115.297534
Ford,Mustang,car,2019,GASOLINE,81,,Las Vegas,NV,36.000068,-115.251753
Audi,R8,car,2009,GASOLINE,499,,Las Vegas,NV,36.157411,-115.333377
Mercedes-Benz,Metris,minivan,2016,GASOLINE,78,,Las Vegas,NV,36.108616,-115.095191
Mercedes-Benz,SLK-Class,car,2014,GASOLINE,75,,Las Vegas,NV,36.271684,-115.228024
INFINITI,QX60,suv,2018,GASOLINE,69,,Las Vegas,NV,36.136774,-115.233119
Chevrolet,Corvette,car,2017,GASOLINE,99,,Las Vegas,NV,36.041784,-115.165006
Maserati,Ghibli,car,2016,GASOLINE,250,,Henderson,NV,36.077377,-115.080343
Dodge,Avenger,car,2013,GASOLINE,45,,Las Vegas,NV,36.013479,-115.158434
Porsche,Boxster,car,2015,GASOLINE,129,,Las Vegas,NV,36.133876,-115.28043
Mercedes-Benz,CL-Class,car,2008,GASOLINE,70,,Las Vegas,NV,36.118051,-115.279593
BMW,M4,car,2018,GASOLINE,159,,Las Vegas,NV,36.130186,-115.143452
Polaris,Slingshot,car,2019,GASOLINE,119,,Las Vegas,NV,36.042117,-115.132687
Ferrari,F430,car,2007,GASOLINE,777,,Las Vegas,NV,36.122466,-115.1688
Dodge,Charger,car,2019,GASOLINE,130,,Las Vegas,NV,36.231961,-115.31805
Land Rover,LR4,suv,2014,GASOLINE,99,,Las Vegas,NV,36.114192,-115.267532
Toyota,Corolla,car,2019,GASOLINE,31,,Las Vegas,NV,36.123074,-115.168251
Audi,A4,car,2017,GASOLINE,95,,Henderson,NV,35.989783,-115.141152
Hyundai,Sonata,car,2017,GASOLINE,39,,Los Angeles,CA,33.971974,-118.378796
Honda,Civic,car,2018,GASOLINE,30,,Newport Beach,CA,33.626795,-117.909052
Nissan,Sentra,car,2018,GASOLINE,30,,Newport Beach,CA,33.627194,-117.907719
Tesla,Model S,car,2017,ELECTRIC,98,,Inglewood,CA,33.952056,-118.375629
Maserati,Quattroporte,car,2014,GASOLINE,89,,East Los Angeles,CA,34.013063,-118.142489
Tesla,Model S,car,2015,ELECTRIC,62,,Buena Park,CA,33.844117,-118.001831
Ford,Mustang,car,2016,GASOLINE,47,,Los Angeles,CA,33.946167,-118.372322
Mercedes-Benz,S-Class,car,2015,GASOLINE,98,,Inglewood,CA,33.952399,-118.373831
Chevrolet,Camaro,car,2018,GASOLINE,68,,Los Angeles,CA,34.18936,-118.474085
Chevrolet,Camaro,car,2018,GASOLINE,77,,Los Angeles,CA,34.190958,-118.475459
Saturn,Sky,car,2007,GASOLINE,27,,Los Angeles,CA,33.946118,-118.371785
Dodge,Challenger,car,2018,GASOLINE,49,,Inglewood,CA,33.953181,-118.375162
Kia,Soul,car,2016,GASOLINE,27,,Los Angeles,CA,33.945598,-118.371553
BMW,Z4,car,2019,GASOLINE,69,,El Segundo,CA,33.921395,-118.403326
Ford,Mustang,car,2016,GASOLINE,44,,Los Angeles,CA,33.945296,-118.372234
Dodge,Charger,car,2018,GASOLINE,79,,Pasadena,CA,34.173066,-118.097994
Dodge,Dart,car,2015,GASOLINE,26,,Inglewood,CA,33.953316,-118.375134
Mercedes-Benz,SLK-Class,car,2016,GASOLINE,77,,Los Angeles,CA,33.954715,-118.414101
BMW,Z4,car,2019,GASOLINE,75,,Los Angeles,CA,33.94175,-118.408259
Tesla,Model S,car,2016,ELECTRIC,95,,Los Angeles,CA,33.970288,-118.379933
Jaguar,F-TYPE,car,2020,GASOLINE,89,,Los Angeles,CA,33.941636,-118.408844
Kia,Soul,car,2015,GASOLINE,29,,Los Angeles,CA,33.944445,-118.371247
Alfa-romeo,Giulia,car,2019,GASOLINE,69,,Los Angeles,CA,33.960779,-118.39206
Tesla,Model 3,car,2019,ELECTRIC,79,,Hawthorne,CA,33.925502,-118.347354
Porsche,Macan,suv,2015,GASOLINE,95,,Manhattan Beach,CA,33.889021,-118.394328
Mercedes-Benz,SL-Class,car,2009,GASOLINE,63,,Marina del Rey,CA,33.981824,-118.460402
Dodge,Challenger,car,2019,GASOLINE,44,,Inglewood,CA,33.952008,-118.375208
Ford,Mustang,car,2016,GASOLINE,46,,Inglewood,CA,33.953469,-118.374876
Kia,Cadenza,car,2014,GASOLINE,30,,Inglewood,CA,33.953088,-118.374567
Hyundai,Tucson,suv,2017,GASOLINE,39,,Pasadena,CA,34.17415,-118.09855
Jeep,Compass,suv,2015,GASOLINE,39,,Marina del Rey,CA,33.981474,-118.460352
Chevrolet,Corvette,car,2016,GASOLINE,111,,Los Angeles,CA,33.947369,-118.384238
Honda,Civic,car,2014,GASOLINE,30,,Los Angeles,CA,33.945623,-118.371459
Jeep,Patriot,suv,2016,GASOLINE,35,,East Los Angeles,CA,34.01179,-118.141648
Hyundai,Sonata,car,2017,GASOLINE,30,,Los Angeles,CA,33.945312,-118.37257
Ford,Mustang,car,2012,GASOLINE,39,,Los Angeles,CA,33.945846,-118.372762
Toyota,Camry,car,2018,GASOLINE,35,,Inglewood,CA,33.945645,-118.35736
Ford,Mustang,car,2019,GASOLINE,69,,Los Angeles,CA,34.060367,-118.37236
Kia,Soul,car,2016,GASOLINE,29,,Los Angeles,CA,33.944426,-118.371322
Mercedes-Benz,C-Class,car,2017,GASOLINE,55,,Los Angeles,CA,33.95549,-118.413858
BMW,5-Series,car,2019,HYBRID,69,,Los Angeles,CA,33.960295,-118.3931
Nissan,Murano,suv,2011,GASOLINE,35,,Inglewood,CA,33.946656,-118.359357
BMW,7-Series,car,2019,GASOLINE,119,,Glendale,CA,34.143635,-118.248328
Ford,Mustang,car,2016,GASOLINE,47,,Los Angeles,CA,33.958228,-118.421682
Nissan,Pathfinder,suv,2014,GASOLINE,39,,Los Angeles,CA,33.945028,-118.370986
Scion,xB,car,2011,GASOLINE,27,,Los Angeles,CA,33.944291,-118.37258
Volkswagen,Beetle,car,2013,GASOLINE,36,,Los Angeles,CA,33.945872,-118.37184
Lexus,NX 300,suv,2018,GASOLINE,45,,Inglewood,CA,33.952796,-118.374944
Tesla,Model X,suv,2016,ELECTRIC,149,,Los Angeles,CA,33.977927,-118.416993
Tesla,Model S,car,2018,ELECTRIC,249,,Los Angeles,CA,33.970753,-118.389367
Mercedes-benz,C-Class,car,2019,GASOLINE,79,,El Segundo,CA,33.921982,-118.401539
FIAT,124 Spider,car,2017,GASOLINE,59,,Los Angeles,CA,33.958061,-118.417941
BMW,3 Series,car,2011,GASOLINE,39,,Inglewood,CA,33.952944,-118.374973
Porsche,Boxster,car,2016,GASOLINE,125,,Inglewood,CA,33.952917,-118.373589
Mercedes-Benz,C-Class,car,2016,GASOLINE,51,,Inglewood,CA,33.953341,-118.375119
Tesla,Model X,suv,2018,ELECTRIC,123,,Los Angeles,CA,34.041084,-118.447522
Volkswagen,Beetle,car,2013,GASOLINE,35,,Los Angeles,CA,33.946251,-118.372216
Kia,Soul,suv,2019,GASOLINE,30,,Los Angeles,CA,33.984593,-118.470612
Ford,Mustang,car,2013,GASOLINE,39,,Los Angeles,CA,33.943948,-118.371934
Maserati,Ghibli,car,2016,GASOLINE,100,,Glendale,CA,34.151472,-118.255518
Volkswagen,Beetle,car,2013,GASOLINE,35,,Los Angeles,CA,33.9446,-118.371682
Ford,Mustang,car,2014,GASOLINE,44,,Inglewood,CA,33.929492,-118.375631
BMW,3 Series,car,2015,GASOLINE,48,,Buena Park,CA,33.857237,-118.001391
Volkswagen,Jetta,car,2010,GASOLINE,27,,Los Angeles,CA,33.944739,-118.371446
Toyota,Camry,car,2016,GASOLINE,30,,El Segundo,CA,33.920832,-118.405967
BMW,i8,car,2015,HYBRID,159,,Los Angeles,CA,33.977449,-118.417389
MINI,Cooper,car,2012,GASOLINE,35,,Los Angeles,CA,33.946115,-118.371665
BMW,5 Series,car,2014,GASOLINE,45,,Inglewood,CA,33.953075,-118.37562
Kia,Optima,car,2015,GASOLINE,35,,Los Angeles,CA,33.94481,-118.371963
Chevrolet,Corvette,car,2017,GASOLINE,129,,Los Angeles,CA,33.977248,-118.417459
Hyundai,Sonata,car,2015,GASOLINE,35,,Los Angeles,CA,33.944415,-118.373089
Mercedes-Benz,C-Class,car,2018,GASOLINE,79,,Los Angeles,CA,33.941491,-118.408229
Lincoln,MKS,car,2010,GASOLINE,35,,Inglewood,CA,33.953538,-118.373961
Porsche,Panamera,car,2011,GASOLINE,115,,Torrance,CA,33.841629,-118.350384
Toyota,Camry,car,2011,GASOLINE,29,,Inglewood,CA,33.928064,-118.376845
Volkswagen,Passat,car,2014,GASOLINE,35,,Inglewood,CA,33.946587,-118.358803
BMW,3 Series,car,2016,GASOLINE,49,,Inglewood,CA,33.929155,-118.377254
Kia,Soul,car,2014,GASOLINE,29,,Los Angeles,CA,33.946329,-118.372239
Nissan,Rogue,suv,2016,GASOLINE,35,,Los Angeles,CA,33.945348,-118.371061
Hyundai,Elantra,car,2017,GASOLINE,32,,Inglewood,CA,33.952198,-118.373367
Toyota,Tacoma,truck,2020,,35,,Monrovia,CA,34.141402,-117.986019
Mercedes-Benz,C-Class,car,2015,GASOLINE,55,,Inglewood,CA,33.953196,-118.374688
Kia,Rio,car,2015,GASOLINE,26,,Los Angeles,CA,33.944575,-118.371703
Mercedes-Benz,S-Class,car,2017,GASOLINE,189,,Los Angeles,CA,34.139225,-118.379955
Ford,Fiesta,car,2018,GASOLINE,30,,Newport Beach,CA,33.626859,-117.908766
Tesla,Model 3,car,2019,ELECTRIC,125,,Gardena,CA,33.905823,-118.320606
Mercedes-benz,CLA-Class,car,2020,GASOLINE,65,,Los Angeles,CA,33.941896,-118.408607
BMW,M4,car,2016,GASOLINE,109,,El Segundo,CA,33.921024,-118.390734
